GDELT Query,Article Language,Article Country,Article Date Original,Article Title,Article URL,original_language,By_Excel,By_LLM,Filter_Source,Excel_Match,LLM_Classification
gig economy,English,United Kingdom,20230907T110000Z,Row erupts as university staff across Scotland and united kingdom end controversial marking and assessment boycott,https://www.scotsman.com/education/row-erupts-as-university-staff-across-scotland-and-uk-end-controversial-marking-and-assessment-boycott-4284088,en,True,False,Excel,Actions: boycott; Actors: staff,NO
gig work,English,Australia,20230907T073000Z,Bill to close labour hire loopholes pushed into 2024,https://www.dailyliberal.com.au/story/8340113/bill-to-close-labour-hire-loopholes-pushed-into-2024/,en,False,True,LLM,,MAYBE
gig work,English,,20230907T160000Z,Online gig workers on the rise but lack job protections : report,https://biztoc.com/x/8f4b4725a0a8d016,en,False,True,LLM,,MAYBE
gig work,English,Australia,20230907T050000Z,IR push : Senate delays Labor industrial relations overhaul until next year,https://www.afr.com/work-and-careers/workplace/senate-delays-labor-s-ir-overhaul-until-next-year-20230907-p5e2sq,en,True,False,Excel,Actions: trial; Actors: Labor,NO
platform labour,English,United Kingdom,20230907T121500Z,Former PM calls for collective action against modern slavery,https://www.fruitnet.com/fresh-produce-journal/former-pm-calls-for-collective-action-against-modern-slavery/255846.article,en,False,True,LLM,,MAYBE
platform labour,German,Germany,20230907T141500Z,Job away because of bad excuses? Workers fail in court,http://www.soester-anzeiger.de/leben/karriere/job-diffamierung-ueble-nachrede-arbeitnehmer-gericht-kuendigung-rechte-meinungsfreiheit-zr-92503429.html,de,True,False,Excel,Actions: court; Actors: Workers,NO
platform labour,Chinese,China,20230907T023000Z,Black Swan is about to raid! What's the situation? _ Phoenix,https://finance.ifeng.com/c/8SsVziXJmKg,zh,False,True,LLM,,MAYBE
platform labour,English,United States,20230907T064500Z,For an active boycott of Australian Labor Voice referendum ! - World Socialist Web Site,https://www.wsws.org/en/articles/2023/09/07/czlb-s07.html,en,True,False,Excel,Actions: boycott; Actors: Labor,NO
platform workers,Chinese,China,20230907T010000Z,♪ Started the action to improve the quality of life of workers ♪,https://www.workercn.cn/c/2023-09-07/7972527.shtml,zh,False,True,LLM,,MAYBE
platform workers,Chinese,China,20230907T121500Z,Chang Sha will host the first staff union - the trade union,https://www.workercn.cn/c/2023-09-07/7973977.shtml,zh,False,True,LLM,,MAYBE
platform workers,Chinese,China,20230907T044500Z,- DoNews column,https://www.donews.com/article/detail/6995/59803.html,zh,False,True,LLM,,MAYBE
food delivery,Spanish,Peru,20230907T044500Z,With the support of international cooperation:...,https://panamericana.pe/locales/390194-apoyo-cooperacion-internacional-renuevan-locales-cuna-favor-infantes-lima-callao,es,False,True,LLM,,MAYBE
food delivery,Chinese,China,20230907T044500Z,"Sources: Food agreement negotiations or stalemate, rising prices cause concern",https://sputniknews.cn/20230907/1053122461.html,zh,False,True,LLM,,MAYBE
food delivery,Chinese,China,20230907T010000Z,"Me, Master 211, delivers in Australia: $30 for one, not fined for overtime and poor ratings _ platform _ vendor _ restaurant",https://www.sohu.com/a/718304564_100246377?scm=1103.plate:542:0.0.1_1.0,zh,False,True,LLM,,MAYBE
food delivery,Vietnamese,Vietnam,20230907T033000Z,University Professor Tries Being a Delivery Driver and Faces Harsh Reality,https://genk.vn/giao-su-dai-hoc-thu-lam-shipper-va-trai-nghiem-cay-dang-20230907082725567.chn,vi,False,True,LLM,,MAYBE
worker protest,English,United States,20230907T113000Z,Stalled out - Boulder Weekly,https://boulderweekly.com/entertainment/stage/stalled-out/,en,False,True,LLM,,MAYBE
worker protest,English,United States,20230907T113000Z,Former employees continue protests of Foxy family cafes over Labor Day,https://www.savannahnow.com/story/business/employment/2023/09/07/former-employees-continue-protests-of-foxy-family-cafes-over-labor-day/70649339007/,en,True,False,Excel,"Actions: protest; Actors: Labor, employees",NO
worker protest,Spanish,Argentina,20230907T161500Z,Protest and camp in front of a central hotel: report irregularities in staff recruitment,https://www.0223.com.ar/nota/2023-9-7-9-2-0-protesta-y-acampe-frente-a-un-hotel-centrico-denuncian-irregularidades-en-la-contratacion-del-personal,es,True,False,Excel,Actions: Protest; Actors: staff,NO
worker protest,English,United States,20230907T050000Z,Will Lehman replies to Biden Department of Labor in ongoing lawsuit to demand rerun of UAW election,https://www.wsws.org/en/articles/2023/09/07/cqyb-s07.html,en,True,False,Excel,"Actions: demand, lawsuit; Actors: Labor",NO
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,China,20230907T200000Z,Is it literary? I've decided to hand it over to the riders.,https://tech.ifeng.com/c/8StfNtPLHGN,zh,False,True,LLM,,MAYBE
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230907T134500Z,"Meet the New Normal , Same as the Old Normal : You Are Still the Enemy Within",https://dissidentvoice.org/2023/09/meet-the-new-normal-same-as-the-old-normal-you-are-still-the-enemy-within/,en,False,True,LLM,,MAYBE
Baidu (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,China,20230907T110000Z,We'll do it again.,https://www.tmtpost.com/6696637.html,zh,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Spanish,Argentina,20230907T041500Z,Massa: Workers won't pay Gains,https://www.laarena.com.ar/el-pais/massa-los-trabajadores-no-pagaran-ganancias--2023970290,es,True,False,Excel,Actions: pay; Actors: Workers,NO
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,China,20230907T154500Z,Why does the delivery rider prefer heat and rain? - Tiger sniffer.,https://www.huxiu.com/article/2026444.html,zh,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,,20230907T040000Z,Os / Andre / Phone App,http://www.radyokabayan.com/news/yorsb.html,zh,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,China,20230907T084500Z,"The performance, the retreat, the call for malicious incitement and rights _ Phoenix",https://news.ifeng.com/c/8St6IpjWtTh,zh,False,True,LLM,,MAYBE
food delivery (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230907T151500Z,Here why you shouldnt be surprised auto workers are asking for a 46 % pay raise,https://kansaspublicradio.org/npr-news/2023-09-07/heres-why-you-shouldnt-be-surprised-auto-workers-are-asking-for-a-46-pay-raise,en,True,False,Excel,Actions: pay; Actors: workers,NO
food delivery (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230907T170000Z,Why auto workers are asking for a 46 % pay raise,https://www.wypr.org/2023-09-07/why-auto-workers-are-asking-for-a-46-pay-raise,en,True,False,Excel,Actions: pay; Actors: workers,NO
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Romanian,,20230907T083000Z,"VIDEO Morning ""hot for the drivers of the Capital:"" Why are you breaking? We're in a hurry",https://news.yam.md/ro/story/14516836,ro,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Romanian,,20230907T114500Z,Drivers risk running out of cars.,https://news.yam.md/ro/story/14517755,ro,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,Vietnam,20230907T073000Z,Set operation r – Talk Vietnam,https://www.talkvietnam.com/tag/set-operation-r/,en,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Indonesian,Indonesia,20230907T030000Z,Don't say I'm my driver tonight on BTV!,https://www.beritasatu.com/lifestyle/1065701/tonton-jangan-bilang-aku-naksir-supirku-malam-ini-di-btv,id,False,True,LLM,,MAYBE
Big Basket,Chinese,China,20230907T071500Z,- Look at it.,https://www.voc.com.cn/article/202309/202309071111374261.html,zh,False,True,LLM,,MAYBE
App workers (protest OR strike OR demonstration OR unrest OR riders OR couriers OR drivers OR workers),English,Philippines,20230907T083000Z,Motorcycle taxi group bats for driver financial inclusion in ASEAN Summit,http://www.cnnphilippines.com/business/2023/9/7/angkas-financial-inclusion-asean-summit.html,en,False,True,LLM,,MAYBE
App workers (protest OR strike OR demonstration OR unrest OR riders OR couriers OR drivers OR workers),English,Kenya,20230907T073000Z,"Labour , infrastructure issues hold back surging Vietnam investment",https://www.tuko.co.ke/business-economy/520191-labour-infrastructure-issues-hold-surging-vietnam-investment/,en,True,False,Excel,Actions: sue; Actors: Labour,NO
App workers (protest OR strike OR demonstration OR unrest OR riders OR couriers OR drivers OR workers),English,,20230907T060000Z,Seattle is at the forefront of gig worker protections,https://biztoc.com/x/e28f7cd278c1e719,en,False,True,LLM,,MAYBE
App workers (protest OR strike OR demonstration OR unrest OR riders OR couriers OR drivers OR workers),English,,20230907T004500Z,App - based worker classification ballot battle brewing in Massachusetts for second time,https://biztoc.com/x/b3598bb95ebabb9f,en,False,True,LLM,,MAYBE
Bolt,English,United States,20230908T041500Z,Thailand food delivery drivers see wages slump as platforms cut costs | Technology,https://www.aljazeera.com/economy/2023/9/8/thailands-food-delivery-drivers-see-wages-slump-as-platforms-cut-costs,en,True,False,Excel,Actions: wage; Actors: drivers,NO
Uber,English,United States,20230908T233000Z,Super Pumped : The Battle for Uber coming to Netflix in October 2023,https://netflixlife.com/2023/09/08/super-pumped-battle-uber-coming-netflix-october-2023/,en,False,True,LLM,,MAYBE
Uber,English,Canada,20230908T174500Z,"Online gig work growing rapidly , but workers lack benefits , retirement plans : report",https://www.benefitscanada.com/news/bencan/online-gig-work-growing-rapidly-but-workers-lack-benefits-retirement-plans-report/,en,False,True,LLM,,MAYBE
Uber,English,United States,20230908T124500Z,"Online gig work growing rapidly , but workers lack job protections , report says",https://www.dailynews.com/2023/09/08/online-gig-work-is-growing-rapidly-but-workers-lack-job-protections-a-world-bank-report-says/,en,False,True,LLM,,MAYBE
Uber,English,Australia,20230908T014500Z,Closing Loopholes : Why Labor $1 billion gig work reforms have been shelved,https://www.smh.com.au/business/workplace/why-labor-s-1-billion-gig-work-reforms-have-been-shelved-20230907-p5e2qn.html,en,False,True,LLM,,MAYBE
Uber,English,United States,20230908T051500Z,The Last Taxies in Town,https://www.surfsantamonica.com/ssm_site/the_lookout/news/News-2023/September-2023/09_07_2023_The_Last_Taxies_in_Town.html,en,False,True,LLM,,MAYBE
Uber,English,India,20230908T023000Z,"Gig workers in Delhi worried about delivery ban , traffic restrictions",https://yourstory.com:443/2023/09/gig-workers-delhi-g20-traffic-restrictions-delayed-delivery,en,False,True,LLM,,MAYBE
Uber,English,United States,20230908T211500Z,Nudging food delivery customers to skip the f,https://www.eurekalert.org:443/news-releases/1000423,en,False,True,LLM,,MAYBE
Uber,English,,20230908T011500Z,Even the CEO of Uber thinks the company  suck and treats its drivers like crap . That because he spent a day behind the wheel,https://biztoc.com/x/6130506bb226aa72,en,False,True,LLM,,YES
Uber,English,Canada,20230908T030000Z,Toronto e - bike rider fights for access to accident benefits,https://edge.ca/news/9946022/toronto-ebike-rider-benefits/,en,False,True,LLM,,MAYBE
Uber,English,,20230908T120000Z,Lawsuits over new laws used to be a rarity ; now regular part of the process,https://indianacapitalchronicle.com/2023/09/08/lawsuits-over-new-laws-used-to-be-a-rarity-now-part-of-the-legislative-process/,en,False,True,LLM,,MAYBE
Uber,English,India,20230908T213000Z,"Delhi delivery dilemma : Gig workers face cops , barricades as G20 Summit dawns",https://social.yourstory.com:443/2023/09/gig-workers-delhi-g20-summit-traffic-restrictions-uber-blinkit-instamart,en,False,True,LLM,,MAYBE
DiDi,English,Syria,20230908T111500Z,Maldives : Justice in paradise,https://www.justiceinfo.net/en/121325-justice-in-paradise.html,en,False,True,LLM,,MAYBE
Just Eat,Korean,South Korea,20230908T080000Z,[Look]!!!,https://www.nspna.com/country/?mode=view&newsid=657538,ko,False,True,LLM,,MAYBE
Just Eat,English,New Zealand,20230908T014500Z,Metro Metro Eats ! Friday 8 September,https://www.metromag.co.nz/food/metro-eats/metro-eats-friday-8-september,en,False,True,LLM,,MAYBE
Grab,Tamil,India,20230908T043000Z,Daylight Robbery Through Political Power: Court Issues Stern Warning,https://www.dinamalar.com/news_detail.asp?id=3426293,ta,False,True,LLM,,MAYBE
gig economy,English,Australia,20230908T120000Z,"Closing the Loophole bill enters Federal Parliament to criminalise wage theft , bolster protections for gig workers | Illawarra Mercury",https://www.illawarramercury.com.au/story/8342362/proposed-laws-will-see-illawarra-employers-face-jail-for-ripping-off-workers/,en,True,False,Excel,Actions: wage; Actors: workers,NO
gig economy,English,United States,20230908T013000Z,Loopholes Undercutting Wages for Illawarra Workers Closed,https://www.miragenews.com/loopholes-undercutting-wages-for-illawarra-1080332/,en,True,False,Excel,Actions: Wage; Actors: Workers,NO
gig economy,English,United States,20230908T014500Z,Our Collective Trauma is the Road to Tyranny,https://www.informationclearinghouse.info/57813.htm,en,False,True,LLM,,MAYBE
platform labour,English,Canada,20230908T024500Z,Unions gets red - carpet welcome as TIFF opens amid dual Hollywood strikes,https://www.airdriecityview.com/lifestyle/unions-gets-red-carpet-welcome-as-tiff-opens-amid-dual-hollywood-strikes-7513459,en,True,False,Excel,Actions: strike; Actors: Union,NO
platform labour,English,Australia,20230908T170000Z,How unions could help reality TV cast and crew win better pay and working conditions,https://theconversation.com/how-unions-could-help-reality-tv-cast-and-crew-win-better-pay-and-working-conditions-212913,en,True,False,Excel,"Actions: pay, working conditions; Actors: union",NO
platform labour,English,Nigeria,20230908T030000Z,"Otti urged to end blame game , accept responsibility for",https://sunnewsonline.com/otti-urged-to-end-blame-game-accept-responsibility-for-sacking-abia-workers/,en,False,True,LLM,,MAYBE
platform labour,Chinese,China,20230908T011500Z,The Internet platform has been scaled down and some drivers say they don't get up or down.,https://www.xxcb.cn/details/2q8biSYgB64fa66300c4e4776f17fa02a.html,zh,False,True,LLM,,MAYBE
platform labour,Chinese,China,20230908T014500Z,We've got a driver who says there's no going back.,http://news.enorth.com.cn/system/2023/09/08/054351311.shtml,zh,False,True,LLM,,MAYBE
platform labour,Chinese,China,20230908T033000Z,"The Internet platform has been reduced to a ratio, and some drivers claim that income is not rising or falling.",https://news.jxnews.com.cn/system/2023/09/08/020216752.shtml,zh,False,True,LLM,,MAYBE
platform labour,Chinese,China,20230908T001500Z,"The Internet platform has been scaled down, and some drivers say they don't get up or down.",https://www.workercn.cn/c/2023-09-08/7974241.shtml,zh,False,True,LLM,,MAYBE
platform labour,Chinese,China,20230908T041500Z,"The Internet platform has been scaled down, and some drivers say they don't get up or down.",http://www.hinews.cn/news/system/2023/09/08/033039342.shtml,zh,False,True,LLM,,MAYBE
platform workers,Chinese,China,20230908T153000Z,I'm doing the street.,https://yuqing.ycwb.com/2023-09/08/content_52193703.htm,zh,False,True,LLM,,MAYBE
platform workers,Chinese,China,20230908T030000Z,Trade unions in Fujian province issue labour law supervision alerts _ Fujian _ news channel _ Fukushima News Network,https://news.fznews.com.cn/dsxw/20230908/g5YFl560S1.shtml,zh,True,False,Excel,"Actions: sue; Actors: labour, union",NO
platform workers,French,France,20230908T160000Z,New for Digital Platform Workers,https://www.netpme.fr/actualite/du-nouveau-pour-les-travailleurs-de-plateformes-numeriques/,fr,False,True,LLM,,MAYBE
platform workers,English,Australia,20230908T111500Z,Gas price spike as plant workers down tools on pay deal,https://www.redlandcitybulletin.com.au/story/8342454/gas-price-spike-as-plant-workers-down-tools-on-pay-deal/?cs=30776,en,True,False,Excel,Actions: pay; Actors: workers,NO
worker protest,Portuguese,Portugal,20230908T144500Z,Workers in the meat sector on strike at the 2nd fair claim increases,https://www.noticiasaominuto.com/economia/2395756/trabalhadores-do-setor-das-carnes-em-greve-na-2-feira-reclamam-aumentos,pt,True,False,Excel,Actions: strike; Actors: Workers,NO
worker protest,English,Canada,20230908T134500Z,Metro took advantage of its workers to sign new deal,https://www.queensjournal.ca/metro-took-advantage-of-its-workers-to-sign-new-deal/,en,False,True,LLM,,MAYBE
worker protest,English,United States,20230908T154500Z,The Hugely Important Strike Youre Not Hearing Enough About,https://www.thenation.com/article/activism/los-angeles-hotel-strike-unite-here/,en,False,True,LLM,,MAYBE
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,China,20230908T041500Z,_ Hangzhou Network,https://news.hangzhou.com.cn/gnxw/content/2023-09/08/content_8614981.htm,zh,False,True,LLM,,MAYBE
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,Canada,20230908T183000Z,x | Windsor Star,https://windsorstar.com/news/local-news/canines-and-raptors-keep-wildlife-from-gordie-howe-bridge-construction-site,en,False,True,LLM,,MAYBE
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,China,20230908T001500Z,Is it literary? I decided to hand over the microphone to the riders. _ Challenge _ List _ Articles,https://www.sohu.com/a/718626782_355019?scm=1103.plate:521:0.0.1_3_1017827640431677440.0,zh,False,True,LLM,,MAYBE
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230908T003000Z,German rail workers on the wage settlement :  A huge mess  - World Socialist Web Site,https://www.wsws.org/en/articles/2023/09/07/pcwq-s07.html,en,True,False,Excel,"Actions: settlement, wage; Actors: workers",NO
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Spanish,Argentina,20230908T044500Z,We take care of each other. 124. disobedience.,https://www.pagina12.com.ar/58597-entre-nosotras-nos-cuidamos,es,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Spanish,Spain,20230908T104500Z,Strike in the F League,https://www.rtve.es/play/audios/las-mananas-de-rne-con-inigo-alfonso/huelga-futbol-femenino-afe-keka-vega/6964086/,es,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,China,20230908T014500Z,We'll keep the wind on the line.,https://finance.sina.com.cn/tech/roll/2023-09-08/doc-imzkyaks2648588.shtml,zh,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Vietnamese,Vietnam,20230908T014500Z,Even in Luxury Apartments… Insecurity Prevails,https://thanhnien.vn/o-can-ho-cao-cap-cung-bat-an-185230908000014811.htm,vi,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,Canada,20230908T014500Z,FLOOD THE CITY : Video of convoy protest organizers shown at trial,https://ottawasun.com/news/local-news/freedom-convoy-organizers-trial-delves-into-social-media-from-protest/wcm/28a4159b-b514-4bb6-9cc7-48a1266b8424,en,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,Canada,20230908T014500Z,Video of convoy protest organizers shown at trial in Ottawa,https://ottawacitizen.com:443/news/local-news/freedom-convoy-organizers-trial-delves-into-social-media-from-protest,en,False,True,LLM,,MAYBE
food delivery (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,,20230908T110000Z,Chevron Workers Begin Industrial Action at Australian Natural - Gas Plants -- Commodities Roundup,https://www.marketscreener.com/quote/commodity/WTI-2355639/news/Chevron-Workers-Begin-Industrial-Action-at-Australian-Natural-Gas-Plants-Commodities-Roundup-44802434/,en,True,False,Excel,Actions: trial; Actors: Workers,NO
food delivery (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Spanish,Argentina,20230908T211500Z,Privatized company workers asked not to go back 30 years with measures proposed by Milei,https://www.elciudadanoweb.com/trabajadores-de-empresas-privatizadas-pidieron-no-retroceder-30-anos-con-medidas-que-propone-milei/,es,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Dutch,Belgium,20230908T183000Z,Edition pajot: _,https://editiepajot.com/regios/9/articles/78735,nl,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,Canada,20230908T043000Z,Top Drivers Return To 3R Sunday,https://standardbredcanada.ca/news/9-7-23/top-drivers-return-3r-sunday.html,en,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Spanish,Mexico,20230908T050000Z,Take a seat before you know how much a Uber driver wins in New York.,https://www.terra.com/nacionales/2023/9/7/toma-asiento-antes-de-conocer-cuanto-gana-un-chofer-de-uber-en-nueva-york-10358.html,es,False,True,LLM,,MAYBE
App workers (protest OR strike OR demonstration OR unrest OR riders OR couriers OR drivers OR workers),English,Qatar,20230908T003000Z,"Abb Makes Collaborative Robots Capable Of Heavier Payloads , Longer Reach",https://menafn.com/1107028805/Abbs-Makes-Collaborative-Robots-Capable-Of-Heavier-Payloads-Longer-Reach,en,True,False,Excel,Actions: Pay; Actors: labor,NO
App workers (protest OR strike OR demonstration OR unrest OR riders OR couriers OR drivers OR workers),English,United Kingdom,20230908T221500Z,Putting the class politics into union - building,https://morningstaronline.co.uk/article/putting-class-politics-union-building,en,False,True,LLM,,MAYBE
Bolt,English,United States,20230909T114500Z,Uber and Lyft Drivers Explain Tactics They Use to Make the Most Money,https://www.businessinsider.com/uber-lyft-drivers-explain-how-they-make-the-most-money-2023-9,en,False,True,LLM,,MAYBE
Uber,English,United States,20230909T094500Z,Super Pumped : The Battle for Uber Arrives on Netflix in October 2023 - Everything You Need to Know !,https://wsnewspublishers.com/super-pumped-the-battle-for-uber-arrives-on-netflix-in-october-2023-everything-you-need-to-know/,en,False,True,LLM,,MAYBE
Uber,English,United States,20230909T111500Z,"Online gigs bring worries , prospects",https://www.arkansasonline.com/news/2023/sep/09/online-gigs-bring-worries-prospects/,en,False,True,LLM,,MAYBE
Uber,English,United Kingdom,20230909T233000Z,"There no smog on the Tyne so why are we being charged , demand drivers",https://www.thetimes.co.uk/article/there-s-no-smog-on-the-tyne-so-why-are-we-being-charged-demand-drivers-bk0gzk2t2,en,True,False,Excel,Actions: demand; Actors: drivers,NO
Uber,English,India,20230909T144500Z,"Bengaluru Bandh On Sep 11 : Will Schools , Namma Metro Be Closed ? Will Cabs Be Available ?",https://www.oneindia.com/bengaluru/bengaluru-bandh-on-sep-11-will-schools-namma-metro-be-closed-will-cabs-be-available-3629983.html,en,False,True,LLM,,MAYBE
Ola,Hindi,India,20230909T121500Z,"After firing in Fatehabad, Mcha Hahakar",https://www.newstracklive.com/news/outcry-after-firing-in-fatehabad-haryana-sc103-nu764-ta764-1580819-1.html,hi,False,True,LLM,,MAYBE
Carriage,German,Germany,20230909T121500Z,A7 at Quickborn : A full lock again!,https://www.mopo.de/im-norden/schleswig-holstein/wieder-quickborn-rechtsueberholer-sorgt-fuer-a7-vollsperrung/,de,False,True,LLM,,MAYBE
Grab,Chinese,China,20230909T134500Z,- Focus - Southeast Net.,http://www.fjsen.com/2023-09/09/content_31407023.htm,zh,False,True,LLM,,MAYBE
Grab,Chinese,China,20230909T161500Z,_ News Channel _ Chinanet,https://news.china.com/zw/news/13000776/20230909/45420949.html,zh,False,True,LLM,,MAYBE
Dunzo,English,India,20230909T161500Z,Dunzo defers salary payment for August amid crisis - The Hindu BusinessLine,https://www.thehindubusinessline.com/companies/dunzo-defers-salary-payment-for-august-amid-crisis/article67289112.ece,en,False,True,LLM,,MAYBE
Yandex,Russian,Russia,20230909T163000Z,In the United States revealed what happened to the AFU at the front,https://www.pravda.ru/news/world/1883815-soldaty_vsu_sdajutsja_izza_prikazov_idti_na_smertelnyi_shturm/,ru,False,True,LLM,,MAYBE
gig economy,English,Australia,20230909T030000Z,"Closing the Loophole bill enters Federal Parliament to criminalise wage theft , bolster protections for gig workers | Milton Ulladulla Times",https://www.ulladullatimes.com.au/story/8342362/proposed-laws-will-see-illawarra-employers-face-jail-for-ripping-off-workers/?cs=300,en,True,False,Excel,Actions: wage; Actors: workers,NO
gig work,French,France,20230909T084500Z,"Megabassines: at Niort Court, a lunar and unfinished trial",https://reporterre.net/Megabassines-au-tribunal-de-Niort-un-proces-lunaire-et-inacheve,fr,False,True,LLM,,MAYBE
gig work,English,United States,20230909T083000Z,"Online gigs bring worries , prospects - Worldnews . com",https://article.wn.com/view/2023/09/09/Online_gigs_bring_worries_prospects/,en,False,True,LLM,,MAYBE
platform workers,Arabic,Iraq,20230909T210000Z,Promises and threats of free and temporary work online in developing countries,https://mustaqila.com/%D9%88%D8%B9%D9%88%D8%AF-%D9%88%D8%A3%D8%AE%D8%B7%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%A7%D9%84%D8%AD%D8%B1-%D8%A7%D9%84%D9%85%D8%A4%D9%82%D8%AA-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A5%D9%86/,ar,False,True,LLM,,MAYBE
platform workers,Chinese,,20230909T093000Z,Ningbo Giantonics Workers Treatment Os / Android Generic / Phone App -,http://www.radyokabayan.com/down/versions/44681,zh,False,True,LLM,,MAYBE
platform workers,Chinese,China,20230909T073000Z,_ Hangzhou Network,https://news.hangzhou.com.cn/szxw/content/content_8615485.htm,zh,False,True,LLM,,MAYBE
platform workers,Chinese,China,20230909T073000Z,_ Sichuan Online,https://focus.scol.com.cn/gcdt/202309/58969563.html,zh,False,True,LLM,,MAYBE
platform workers,Chinese,China,20230909T163000Z,The delivery rider's social security team is looking for solutions.,https://www.huxiu.com/article/2034603.html,zh,False,True,LLM,,MAYBE
food delivery,English,South Sudan,20230909T171500Z,NEC concludes with draft recommendations to address  deep concerns,https://www.eyeradio.org/nec-concludes-with-draft-recommendations-to-address-deep-concerns/,en,False,True,LLM,,MAYBE
food delivery,Azerbaijani,,20230909T133000Z,We are still waiting for calls - AzQAC - Secretary General,https://news.milli.az/country/1142413.html,az,False,True,LLM,,MAYBE
food delivery,English,United States,20230909T130000Z,Taking the guilt out of takeout,https://www.smdailyjournal.com/opinion/columnists/taking-the-guilt-out-of-takeout/article_0ab156ae-4e7e-11ee-b631-3b3cb66690d2.html,en,False,True,LLM,,MAYBE
worker protest,Spanish,Spain,20230909T151500Z,Universalize the resistance,https://www.lahaine.org/mundo.php/universalizar-la-resistencia,es,False,True,LLM,,MAYBE
worker protest,Turkish,Turkey,20230909T114500Z,39 workers who resist from work because they are members of the union in Izmir,https://bianet.org/bianet/emek/283769-izmir-de-sendikaya-uye-olduklari-icin-isten-cikarilmaya-direnen-39-isciye-gozalti,tr,False,True,LLM,,MAYBE
worker protest,Spanish,Venezuela,20230909T194500Z,Inaesin recorded 726 labour conflicts until August 2023,https://talcualdigital.com/inaesin-registro-726-conflictos-laborales-hasta-agosto-de-2023/,es,False,True,LLM,,MAYBE
worker protest,English,South Africa,20230909T034500Z,Farm workers march against pesticides,https://www.groundup.org.za/article/farm-workers-march-against-pesticides-in-paarl/,en,True,False,Excel,Actions: march; Actors: workers,NO
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,Israel,20230909T034500Z,Grapevine : Righteous streets,https://www.jpost.com/israel-news/article-758026,en,False,True,LLM,,MAYBE
Baidu (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,China,20230909T031500Z,It's the beginning of the battle.,https://finance.qianlong.com/2023/0909/8106743.shtml,zh,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,China,20230909T031500Z,What's the difference? _ Hangzhou Network,https://news.hangzhou.com.cn/zjnews/content/2023-09/09/content_8615390.htm,zh,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Vietnamese,Vietnam,20230909T020000Z,Want to Quit Over Penalty for Forgetting Uniform,https://dantri.com.vn/ban-doc/muon-nghi-viec-vi-quy-dinh-phat-khi-quen-mac-dong-phuc-20230909072623811.htm,vi,False,True,LLM,,MAYBE
